datetime,conductivity_uncal,temperature
7/22/2021 20:45,88178.4,23.581
7/22/2021 21:00,88178.4,23.292
7/22/2021 21:15,88178.4,23.1
7/22/2021 21:30,88178.4,22.908
7/22/2021 21:45,88178.4,22.717
7/22/2021 22:00,88178.4,22.525
7/22/2021 22:15,88178.4,22.333
7/22/2021 22:30,88178.4,22.238
7/22/2021 22:45,88178.4,22.142
7/22/2021 23:00,88178.4,21.951
7/22/2021 23:15,88178.4,21.855
7/22/2021 23:30,88178.4,21.76
7/22/2021 23:45,88178.4,21.664
7/23/2021 0:00,88178.4,21.569
7/23/2021 0:15,88178.4,21.473
7/23/2021 0:30,88178.4,21.378
7/23/2021 0:45,88178.4,21.378
7/23/2021 1:00,88178.4,21.282
7/23/2021 1:15,88178.4,21.187
7/23/2021 1:30,88178.4,21.091
7/23/2021 1:45,88178.4,21.091
7/23/2021 2:00,88178.4,20.996
7/23/2021 2:15,88178.4,20.901
7/23/2021 2:30,88178.4,20.805
7/23/2021 2:45,88178.4,20.71
7/23/2021 3:00,88178.4,20.71
7/23/2021 3:15,85422.8,20.615
7/23/2021 3:30,85422.8,20.519
7/23/2021 3:45,85422.8,20.519
7/23/2021 4:00,85422.8,20.519
7/23/2021 4:15,85422.8,20.424
7/23/2021 4:30,85422.8,20.424
7/23/2021 4:45,85422.8,20.329
7/23/2021 5:00,85422.8,20.329
7/23/2021 5:15,85422.8,20.234
7/23/2021 5:30,85422.8,20.234
7/23/2021 5:45,85422.8,20.234
7/23/2021 6:00,85422.8,20.138
7/23/2021 6:15,85422.8,20.138
7/23/2021 6:30,85422.8,20.138
7/23/2021 6:45,85422.8,20.138
7/23/2021 7:00,85422.8,20.138
7/23/2021 7:15,85422.8,20.234
7/23/2021 7:30,85422.8,20.424
7/23/2021 7:45,85422.8,20.615
7/23/2021 8:00,85422.8,20.805
7/23/2021 8:15,88178.4,21.091
7/23/2021 8:30,88178.4,21.378
7/23/2021 8:45,88178.4,21.664
7/23/2021 9:00,88178.4,22.046
7/23/2021 9:15,88178.4,22.429
7/23/2021 9:30,88178.4,22.812
7/23/2021 9:45,88178.4,23.1
7/23/2021 10:00,88178.4,23.484
7/23/2021 10:15,88178.4,23.966
7/23/2021 10:30,88178.4,24.351
7/23/2021 10:45,88178.4,24.835
7/23/2021 11:00,88178.4,25.319
7/23/2021 11:15,88178.4,25.805
7/23/2021 11:30,93689.5,26.292
7/23/2021 11:45,93689.5,26.781
7/23/2021 12:00,88178.4,26.781
7/23/2021 12:15,88178.4,26.879
7/23/2021 12:30,88178.4,26.683
7/23/2021 12:45,88178.4,26.977
7/23/2021 13:00,88178.4,27.075
7/23/2021 13:15,93689.5,27.665
7/23/2021 13:30,93689.5,28.06
7/23/2021 13:45,93689.5,28.456
7/23/2021 14:00,88178.4,28.655
7/23/2021 14:15,93689.5,28.754
7/23/2021 14:30,93689.5,28.953
7/23/2021 14:45,88178.4,28.953
7/23/2021 15:00,88178.4,28.853
7/23/2021 15:15,88178.4,28.853
7/23/2021 15:30,88178.4,29.053
7/23/2021 15:45,88178.4,29.053
7/23/2021 16:00,88178.4,29.152
7/23/2021 16:15,85422.8,29.352
7/23/2021 16:30,85422.8,29.252
7/23/2021 16:45,85422.8,29.053
7/23/2021 17:00,85422.8,28.754
7/23/2021 17:15,85422.8,28.357
7/23/2021 17:30,85422.8,28.357
7/23/2021 17:45,85422.8,27.961
7/23/2021 18:00,85422.8,27.764
7/23/2021 18:15,85422.8,27.665
